市县匹配键,特征值,特征数量,特征字段
汕头_南澳,有厚近混,10,標準化語音特徵
汕头_南澳,添讀作梯,1,標準化語音特徵
汕头_南澳,牙喉音相關混讀,2,標準化語音特徵
汕头_南澳,耳讀繫,1,標準化語音特徵
汕头_南澳,蟹讀侈,1,標準化語音特徵
汕头_南澳,西讀作腮,1,標準化語音特徵
汕头_南澳,髻讀莊,1,標準化語音特徵
汕头_南澳,鷄讀該,1,標準化語音特徵
汕头_潮南,世讀作細,1,標準化語音特徵
汕头_潮南,前讀作哉,1,標準化語音特徵
汕头_潮南,啼讀作梯,2,標準化語音特徵
汕头_潮南,四讀作細,1,標準化語音特徵
汕头_潮南,四讀細,1,標準化語音特徵
汕头_潮南,天讀作梯,1,標準化語音特徵
汕头_潮南,扇讀作細,1,標準化語音特徵
汕头_潮南,文魂近讀 / 臻攝內部近讀,2,標準化語音特徵
汕头_潮南,暫不提取,10,標準化語音特徵
汕头_潮南,有厚近混,5,標準化語音特徵
汕头_潮南,添讀作梯,1,標準化語音特徵
汕头_潮南,牙喉音相關混讀,1,標準化語音特徵
汕头_潮南,耳讀繫,1,標準化語音特徵
汕头_潮南,西讀作腮,1,標準化語音特徵
汕头_潮南,髻讀莊,1,標準化語音特徵
汕头_潮阳,世讀作細,1,標準化語音特徵
汕头_潮阳,入聲韻近讀,1,標準化語音特徵
汕头_潮阳,前讀作哉,1,標準化語音特徵
汕头_潮阳,啼讀作梯,2,標準化語音特徵
汕头_潮阳,四讀作細,1,標準化語音特徵
汕头_潮阳,四讀細,2,標準化語音特徵
汕头_潮阳,天讀作梯,1,標準化語音特徵
汕头_潮阳,扇讀作細,1,標準化語音特徵
汕头_潮阳,文魂近讀 / 臻攝內部近讀,4,標準化語音特徵
汕头_潮阳,暫不提取,23,標準化語音特徵
汕头_潮阳,書讀資,1,標準化語音特徵
汕头_潮阳,有厚近混,10,標準化語音特徵
汕头_潮阳,添讀作梯,1,標準化語音特徵
汕头_潮阳,牙喉音相關混讀,2,標準化語音特徵
汕头_潮阳,耳讀繫,1,標準化語音特徵
汕头_潮阳,西讀作腮,1,標準化語音特徵
汕头_潮阳,鞋讀哀,1,標準化語音特徵
汕头_潮阳,髻讀莊,1,標準化語音特徵
汕头_澄海,世讀作細,1,標準化語音特徵
汕头_澄海,前讀作哉,1,標準化語音特徵
汕头_澄海,啼讀作梯,2,標準化語音特徵
汕头_澄海,四讀作細,1,標準化語音特徵
汕头_澄海,四讀細,2,標準化語音特徵
汕头_澄海,天讀作梯,1,標準化語音特徵
汕头_澄海,天讀梯,1,標準化語音特徵
汕头_澄海,套讀挂,1,標準化語音特徵
汕头_澄海,扇讀作細,1,標準化語音特徵
汕头_澄海,文魂近讀 / 臻攝內部近讀,10,標準化語音特徵
汕头_澄海,暫不提取,44,標準化語音特徵
汕头_澄海,書讀資,1,標準化語音特徵
汕头_澄海,有厚近混,20,標準化語音特徵
汕头_澄海,添讀作梯,1,標準化語音特徵
汕头_澄海,牙喉音相關混讀,2,標準化語音特徵
汕头_澄海,耳讀繫,2,標準化語音特徵
汕头_澄海,西讀作腮,1,標準化語音特徵
汕头_澄海,鞋讀哀,1,標準化語音特徵
汕头_澄海,髻讀莊,2,標準化語音特徵
汕头_濠江,世讀作細,1,標準化語音特徵
汕头_濠江,前讀作哉,1,標準化語音特徵
汕头_濠江,啼讀作梯,2,標準化語音特徵
汕头_濠江,四讀作細,1,標準化語音特徵
汕头_濠江,四讀細,1,標準化語音特徵
汕头_濠江,天讀作梯,1,標準化語音特徵
汕头_濠江,扇讀作細,1,標準化語音特徵
汕头_濠江,文魂近讀 / 臻攝內部近讀,2,標準化語音特徵
汕头_濠江,暫不提取,10,標準化語音特徵
汕头_濠江,有厚近混,5,標準化語音特徵
汕头_濠江,添讀作梯,1,標準化語音特徵
汕头_濠江,牙喉音相關混讀,1,標準化語音特徵
汕头_濠江,耳讀繫,1,標準化語音特徵
汕头_濠江,西讀作腮,1,標準化語音特徵
汕头_濠江,髻讀莊,1,標準化語音特徵
汕头_金平,世讀作細,1,標準化語音特徵
汕头_金平,前讀作哉,1,標準化語音特徵
汕头_金平,啼讀作梯,2,標準化語音特徵
汕头_金平,四讀作細,1,標準化語音特徵
汕头_金平,四讀細,1,標準化語音特徵
汕头_金平,天讀作梯,1,標準化語音特徵
汕头_金平,扇讀作細,1,標準化語音特徵
汕头_金平,文魂近讀 / 臻攝內部近讀,2,標準化語音特徵
汕头_金平,暫不提取,10,標準化語音特徵
汕头_金平,有厚近混,5,標準化語音特徵
汕头_金平,添讀作梯,1,標準化語音特徵
汕头_金平,牙喉音相關混讀,1,標準化語音特徵
汕头_金平,耳讀繫,1,標準化語音特徵
汕头_金平,西讀作腮,1,標準化語音特徵
汕头_金平,髻讀莊,1,標準化語音特徵
汕头_龙湖,世讀作細,1,標準化語音特徵
汕头_龙湖,前讀作哉,1,標準化語音特徵
汕头_龙湖,啼讀作梯,2,標準化語音特徵
汕头_龙湖,四讀作細,1,標準化語音特徵
汕头_龙湖,四讀細,1,標準化語音特徵
汕头_龙湖,天讀作梯,1,標準化語音特徵
汕头_龙湖,扇讀作細,1,標準化語音特徵
汕头_龙湖,文魂近讀 / 臻攝內部近讀,2,標準化語音特徵
汕头_龙湖,暫不提取,10,標準化語音特徵
汕头_龙湖,有厚近混,5,標準化語音特徵
汕头_龙湖,添讀作梯,1,標準化語音特徵
汕头_龙湖,牙喉音相關混讀,1,標準化語音特徵
汕头_龙湖,耳讀繫,1,標準化語音特徵
汕头_龙湖,西讀作腮,1,標準化語音特徵
汕头_龙湖,髻讀莊,1,標準化語音特徵
汕尾_海丰,暫不提取,6,標準化語音特徵
汕尾_海丰,耳讀如繫,1,標準化語音特徵
江门_台山,暫不提取,1,標準化語音特徵
江门_台山,豪歌近混,1,標準化語音特徵
江门_开平,平仄相易 / 平仄相反,1,標準化語音特徵
江门_开平,弟讀娣,1,標準化語音特徵
江门_开平,文魂近讀 / 臻攝內部近讀,1,標準化語音特徵
江门_开平,暫不提取,11,標準化語音特徵
江门_开平,有厚近混,1,標準化語音特徵
江门_开平,無讀武,1,標準化語音特徵
江门_开平,知讀如地平聲,1,標準化語音特徵
江门_开平,精莊知章組近混,1,標準化語音特徵
江门_开平,豪歌近混,1,標準化語音特徵
江门_开平,黄王同聲,1,標準化語音特徵
江门_恩平,豪歌近混,1,標準化語音特徵
江门_新会,去聲相關變讀,1,標準化語音特徵
江门_新会,平仄相易 / 平仄相反,2,標準化語音特徵
江门_新会,平聲讀去,4,標準化語音特徵
江门_新会,暫不提取,4,標準化語音特徵
江门_新会,縣內四方不同音,1,標準化語音特徵
江门_新会,豪歌近混,2,標準化語音特徵
江门_江海,去聲相關變讀,1,標準化語音特徵
江门_江海,暫不提取,2,標準化語音特徵
江门_江海,縣內四方不同音,1,標準化語音特徵
江门_江海,豪歌近混,1,標準化語音特徵
江门_蓬江,去聲相關變讀,1,標準化語音特徵
江门_蓬江,暫不提取,2,標準化語音特徵
江门_蓬江,縣內四方不同音,1,標準化語音特徵
江门_蓬江,豪歌近混,1,標準化語音特徵
江门_鹤山,入聲變讀,1,標準化語音特徵
江门_鹤山,平聲讀仄,1,標準化語音特徵
江门_鹤山,平聲讀去,1,標準化語音特徵
江门_鹤山,暫不提取,6,標準化語音特徵
江门_鹤山,有厚近混,3,標準化語音特徵
江门_鹤山,縣內四方不同音,1,標準化語音特徵
江门_鹤山,豪歌近混,1,標準化語音特徵
河源_东源,庚陽近混,1,標準化語音特徵
河源_东源,德麥近讀,1,標準化語音特徵
河源_东源,昔藥近讀,1,標準化語音特徵
河源_东源,暫不提取,4,標準化語音特徵
河源_东源,清陽近讀,1,標準化語音特徵
河源_东源,靜養近讀,1,標準化語音特徵
河源_东源,齊咍近混,2,標準化語音特徵
河源_东源,齊灰近混,1,標準化語音特徵
河源_和平,暫不提取,4,標準化語音特徵
河源_源城,庚陽近混,1,標準化語音特徵
河源_源城,德麥近讀,1,標準化語音特徵
河源_源城,昔藥近讀,1,標準化語音特徵
河源_源城,暫不提取,4,標準化語音特徵
河源_源城,清陽近讀,1,標準化語音特徵
河源_源城,靜養近讀,1,標準化語音特徵
河源_源城,齊咍近混,2,標準化語音特徵
河源_源城,齊灰近混,1,標準化語音特徵
河源_紫金,暫不提取,4,標準化語音特徵
河源_连平,暫不提取,3,標準化語音特徵
河源_龙川,去聲相關變讀,1,標準化語音特徵
河源_龙川,四讀細,1,標準化語音特徵
河源_龙川,暫不提取,10,標準化語音特徵
河源_龙川,肴豪近混,1,標準化語音特徵
深圳_光明,效果近混,1,標準化語音特徵
深圳_南山,效果近混,1,標準化語音特徵
深圳_南山,豪歌近混,2,標準化語音特徵
深圳_坪山,效果近混,1,標準化語音特徵
深圳_宝安,效果近混,1,標準化語音特徵
深圳_盐田,效果近混,1,標準化語音特徵
深圳_福田,效果近混,1,標準化語音特徵
深圳_罗湖,效果近混,1,標準化語音特徵
深圳_龙华,效果近混,1,標準化語音特徵
深圳_龙岗,效果近混,1,標準化語音特徵
清远_佛冈,暫不提取,1,標準化語音特徵
清远_清,上聲相關變讀,6,標準化語音特徵
清远_清,你讀乃里切,1,標準化語音特徵
清远_清,來讀賚平聲,1,標準化語音特徵
清远_清,入聲變讀,4,標準化語音特徵
清远_清,去聲相關變讀,4,標準化語音特徵
清远_清,文魂近讀 / 臻攝內部近讀,1,標準化語音特徵
清远_清,暫不提取,12,標準化語音特徵
清远_清,有厚近混,1,標準化語音特徵
清远_清,民讀如蚊,1,標準化語音特徵
清远_清,民讀抆平聲,1,標準化語音特徵
清远_清,清濁聲母差異或清濁標記,1,標準化語音特徵
清远_清,知讀地平聲,1,標準化語音特徵
清远_清城,上聲相關變讀,6,標準化語音特徵
清远_清城,你讀乃里切,1,標準化語音特徵
清远_清城,來讀賚平聲,1,標準化語音特徵
清远_清城,入聲變讀,4,標準化語音特徵
清远_清城,去聲相關變讀,4,標準化語音特徵
清远_清城,文魂近讀 / 臻攝內部近讀,1,標準化語音特徵
清远_清城,暫不提取,12,標準化語音特徵
清远_清城,民讀如蚊,1,標準化語音特徵
清远_清城,民讀抆平聲,1,標準化語音特徵
清远_清城,清濁聲母差異或清濁標記,1,標準化語音特徵
清远_清城,知讀地平聲,1,標準化語音特徵
清远_英德,暫不提取,1,標準化語音特徵
清远_连南瑶族,暫不提取,1,標準化語音特徵
清远_连山壮族瑶族,暫不提取,1,標準化語音特徵
清远_连州,暫不提取,4,標準化語音特徵
清远_阳山,暫不提取,1,標準化語音特徵
湛江_吴川,平仄相易 / 平仄相反,1,標準化語音特徵
湛江_吴川,文魂近讀 / 臻攝內部近讀,2,標準化語音特徵
湛江_吴川,日母字異讀,1,標準化語音特徵
湛江_吴川,暫不提取,5,標準化語音特徵
湛江_吴川,有厚近混,2,標準化語音特徵
湛江_吴川,精莊知章組近混,2,標準化語音特徵
湛江_吴川,靡匪同音,1,標準化語音特徵
湛江_廉江,平仄相易 / 平仄相反,1,標準化語音特徵
湛江_廉江,文魂近讀 / 臻攝內部近讀,2,標準化語音特徵
湛江_廉江,日母字異讀,1,標準化語音特徵
湛江_廉江,暫不提取,15,標準化語音特徵
湛江_廉江,有厚近混,2,標準化語音特徵
湛江_廉江,精莊知章組近混,2,標準化語音特徵
湛江_廉江,靡匪同音,1,標準化語音特徵
湛江_徐闻,暫不提取,21,標準化語音特徵
湛江_遂溪,暫不提取,13,標準化語音特徵
湛江_雷州,暫不提取,19,標準化語音特徵
潮州_湘桥,世讀作細,1,標準化語音特徵
潮州_湘桥,前讀作哉,1,標準化語音特徵
潮州_湘桥,啼讀作梯,2,標準化語音特徵
潮州_湘桥,四讀作細,1,標準化語音特徵
潮州_湘桥,四讀細,1,標準化語音特徵
潮州_湘桥,天讀作梯,1,標準化語音特徵
潮州_湘桥,扇讀作細,1,標準化語音特徵
潮州_湘桥,文魂近讀 / 臻攝內部近讀,2,標準化語音特徵
潮州_湘桥,暫不提取,12,標準化語音特徵
潮州_湘桥,有厚近混,5,標準化語音特徵
潮州_湘桥,添讀作梯,1,標準化語音特徵
潮州_湘桥,牙喉音相關混讀,1,標準化語音特徵
潮州_湘桥,耳讀繫,1,標準化語音特徵
潮州_湘桥,西讀作腮,1,標準化語音特徵
潮州_湘桥,髻讀莊,1,標準化語音特徵
潮州_潮安,世讀作細,1,標準化語音特徵
潮州_潮安,前讀作哉,1,標準化語音特徵
潮州_潮安,啼讀作梯,2,標準化語音特徵
潮州_潮安,四讀作細,1,標準化語音特徵
潮州_潮安,四讀細,1,標準化語音特徵
潮州_潮安,天讀作梯,1,標準化語音特徵
潮州_潮安,扇讀作細,1,標準化語音特徵
潮州_潮安,文魂近讀 / 臻攝內部近讀,2,標準化語音特徵
潮州_潮安,暫不提取,12,標準化語音特徵
潮州_潮安,有厚近混,5,標準化語音特徵
潮州_潮安,添讀作梯,1,標準化語音特徵
潮州_潮安,牙喉音相關混讀,1,標準化語音特徵
潮州_潮安,耳讀繫,1,標準化語音特徵
潮州_潮安,西讀作腮,1,標準化語音特徵
潮州_潮安,髻讀莊,1,標準化語音特徵
潮州_饶平,世讀作細,1,標準化語音特徵
潮州_饶平,前讀作哉,1,標準化語音特徵
潮州_饶平,啼讀作梯,2,標準化語音特徵
潮州_饶平,四讀作細,1,標準化語音特徵
潮州_饶平,四讀細,1,標準化語音特徵
潮州_饶平,天讀作梯,1,標準化語音特徵
潮州_饶平,扇讀作細,1,標準化語音特徵
潮州_饶平,文魂近讀 / 臻攝內部近讀,2,標準化語音特徵
潮州_饶平,暫不提取,12,標準化語音特徵
潮州_饶平,有厚近混,5,標準化語音特徵
潮州_饶平,添讀作梯,1,標準化語音特徵
潮州_饶平,牙喉音相關混讀,1,標準化語音特徵
潮州_饶平,耳讀繫,1,標準化語音特徵
潮州_饶平,西讀作腮,1,標準化語音特徵
潮州_饶平,髻讀莊,1,標準化語音特徵
珠海_斗门,日母字異讀,2,標準化語音特徵
珠海_斗门,暫不提取,2,標準化語音特徵
珠海_金湾,日母字異讀,2,標準化語音特徵
珠海_金湾,暫不提取,2,標準化語音特徵
珠海_香洲,日母字異讀,2,標準化語音特徵
珠海_香洲,暫不提取,2,標準化語音特徵
肇庆_四会,庚陽近混,2,標準化語音特徵
肇庆_四会,暫不提取,2,標準化語音特徵
肇庆_封开,入聲保存,1,標準化語音特徵
肇庆_封开,去聲相關變讀,3,標準化語音特徵
肇庆_封开,妹讀繆開切,1,標準化語音特徵
肇庆_封开,文魂近讀 / 臻攝內部近讀,2,標準化語音特徵
肇庆_封开,日母字異讀,1,標準化語音特徵
肇庆_封开,暫不提取,19,標準化語音特徵
肇庆_封开,有厚近混,2,標準化語音特徵
肇庆_封开,榃讀若砧下平聲,1,標準化語音特徵
肇庆_封开,清濁聲母差異或清濁標記,3,標準化語音特徵
肇庆_封开,爺讀耶上平聲,1,標準化語音特徵
肇庆_封开,睇讀若體,1,標準化語音特徵
肇庆_封开,細讀紐計切,1,標準化語音特徵
肇庆_封开,調值高下描述,4,標準化語音特徵
肇庆_封开,連讀變調,5,標準化語音特徵
肇庆_封开,陽韻讀如麻韻,1,標準化語音特徵
肇庆_封开,𣕎讀若砧下平聲,1,標準化語音特徵
肇庆_封开,𪜐讀溫卦切,1,標準化語音特徵
肇庆_广宁,暫不提取,2,標準化語音特徵
肇庆_德庆,入聲保存,1,標準化語音特徵
肇庆_德庆,入聲變讀,1,標準化語音特徵
肇庆_德庆,去聲相關變讀,3,標準化語音特徵
肇庆_德庆,妹讀繆開切,1,標準化語音特徵
肇庆_德庆,效攝與遇攝近讀,1,標準化語音特徵
肇庆_德庆,文魂近讀 / 臻攝內部近讀,3,標準化語音特徵
肇庆_德庆,日母字異讀,1,標準化語音特徵
肇庆_德庆,暫不提取,22,標準化語音特徵
肇庆_德庆,有厚近混,4,標準化語音特徵
肇庆_德庆,榃讀若砧下平聲,1,標準化語音特徵
肇庆_德庆,清濁聲母差異或清濁標記,4,標準化語音特徵
肇庆_德庆,爺讀耶上平聲,1,標準化語音特徵
肇庆_德庆,睇讀若體,1,標準化語音特徵
肇庆_德庆,細讀紐計切,1,標準化語音特徵
肇庆_德庆,虞模近混,1,標準化語音特徵
肇庆_德庆,調值高下描述,4,標準化語音特徵
肇庆_德庆,連讀變調,5,標準化語音特徵
肇庆_德庆,陽韻讀如麻韻,1,標準化語音特徵
肇庆_德庆,齒縫音缺失或齒音特徵,1,標準化語音特徵
肇庆_德庆,𣕎讀若砧下平聲,1,標準化語音特徵
肇庆_德庆,𪜐讀溫卦切,1,標準化語音特徵
肇庆_怀集,暫不提取,2,標準化語音特徵
肇庆_端州,暫不提取,2,標準化語音特徵
肇庆_高要,暫不提取,2,標準化語音特徵
肇庆_高要,魚虞支微相通,1,標準化語音特徵
肇庆_鼎湖,暫不提取,2,標準化語音特徵
茂名_信宜,平仄相易 / 平仄相反,3,標準化語音特徵
茂名_信宜,文魂近讀 / 臻攝內部近讀,6,標準化語音特徵
茂名_信宜,日母字異讀,3,標準化語音特徵
茂名_信宜,暫不提取,14,標準化語音特徵
茂名_信宜,有厚近混,6,標準化語音特徵
茂名_信宜,精莊知章組近混,5,標準化語音特徵
茂名_信宜,靡匪同音,3,標準化語音特徵
茂名_化州,平仄相易 / 平仄相反,2,標準化語音特徵
茂名_化州,文魂近讀 / 臻攝內部近讀,4,標準化語音特徵
茂名_化州,日母字異讀,2,標準化語音特徵
茂名_化州,暫不提取,11,標準化語音特徵
茂名_化州,有厚近混,4,標準化語音特徵
茂名_化州,精莊知章組近混,4,標準化語音特徵
茂名_化州,靡匪同音,2,標準化語音特徵
茂名_电白,平仄相易 / 平仄相反,2,標準化語音特徵
茂名_电白,文魂近讀 / 臻攝內部近讀,4,標準化語音特徵
茂名_电白,日母字異讀,2,標準化語音特徵
茂名_电白,暫不提取,14,標準化語音特徵
茂名_电白,有厚近混,4,標準化語音特徵
茂名_电白,精莊知章組近混,4,標準化語音特徵
茂名_电白,靡匪同音,2,標準化語音特徵
茂名_茂南,平仄相易 / 平仄相反,2,標準化語音特徵
茂名_茂南,文魂近讀 / 臻攝內部近讀,4,標準化語音特徵
茂名_茂南,日母字異讀,2,標準化語音特徵
茂名_茂南,暫不提取,9,標準化語音特徵
茂名_茂南,有厚近混,4,標準化語音特徵
茂名_茂南,精莊知章組近混,3,標準化語音特徵
茂名_茂南,靡匪同音,2,標準化語音特徵
茂名_高州,平仄相易 / 平仄相反,3,標準化語音特徵
茂名_高州,文魂近讀 / 臻攝內部近讀,6,標準化語音特徵
茂名_高州,日母字異讀,3,標準化語音特徵
茂名_高州,暫不提取,12,標準化語音特徵
茂名_高州,有厚近混,6,標準化語音特徵
茂名_高州,精莊知章組近混,5,標準化語音特徵
茂名_高州,靡匪同音,3,標準化語音特徵
阳江_江城,冬韻平聲多與官音合,1,標準化語音特徵
阳江_江城,暫不提取,7,標準化語音特徵
阳江_江城,東韻平聲多與官音合,1,標準化語音特徵
阳江_江城,歌韻平聲多與官音合,1,標準化語音特徵
阳江_江城,魚虞支微相通,3,標準化語音特徵
阳江_江城,麻韻平聲多與官音合,1,標準化語音特徵
阳江_江城,齒縫音缺失或齒音特徵,1,標準化語音特徵
阳江_阳东,暫不提取,3,標準化語音特徵
阳江_阳春,暫不提取,3,標準化語音特徵
阳江_阳春,魚虞支微相通,2,標準化語音特徵
阳江_阳西,暫不提取,4,標準化語音特徵
韶关_乐昌,暫不提取,4,標準化語音特徵
韶关_乳源瑶族,暫不提取,4,標準化語音特徵
韶关_仁化,暫不提取,4,標準化語音特徵
韶关_南雄,暫不提取,5,標準化語音特徵
韶关_始兴,暫不提取,4,標準化語音特徵
韶关_新丰,暫不提取,7,標準化語音特徵
韶关_曲江,暫不提取,4,標準化語音特徵
韶关_武江,暫不提取,4,標準化語音特徵
韶关_浈江,暫不提取,4,標準化語音特徵
韶关_翁源,暫不提取,4,標準化語音特徵
东莞_东莞,混合,1,方言類型判斷
东莞_东莞,粵語,96,方言類型判斷
中山_中山,混合,2,方言類型判斷
中山_中山,粵語,4,方言類型判斷
云浮_新兴,粵語,2,方言類型判斷
云浮_罗定,粵語,8,方言類型判斷
佛山_顺德,混合,11,方言類型判斷
佛山_高明,混合,4,方言類型判斷
佛山_高明,粵語,4,方言類型判斷
广州_从化,粵語,48,方言類型判斷
广州_南沙,粵語,48,方言類型判斷
广州_增城,混合,4,方言類型判斷
广州_增城,粵語,63,方言類型判斷
广州_天河,粵語,48,方言類型判斷
广州_海珠,粵語,48,方言類型判斷
广州_番禺,粵語,50,方言類型判斷
广州_白云,粵語,48,方言類型判斷
广州_花都,粵語,48,方言類型判斷
广州_荔湾,粵語,48,方言類型判斷
广州_越秀,粵語,162,方言類型判斷
广州_黄埔,粵語,48,方言類型判斷
惠州_博罗,客家話,1,方言類型判斷
惠州_博罗,混合,10,方言類型判斷
惠州_惠东,混合,7,方言類型判斷
惠州_惠城,客家話,1,方言類型判斷
惠州_惠城,混合,10,方言類型判斷
惠州_惠阳,客家話,4,方言類型判斷
惠州_惠阳,混合,23,方言類型判斷
惠州_龙门,混合,7,方言類型判斷
揭阳_惠来,混合,2,方言類型判斷
揭阳_惠来,閩語,29,方言類型判斷
揭阳_揭东,混合,2,方言類型判斷
揭阳_揭东,閩語,63,方言類型判斷
揭阳_揭西,混合,2,方言類型判斷
揭阳_揭西,閩語,63,方言類型判斷
揭阳_普宁,混合,2,方言類型判斷
揭阳_普宁,閩語,96,方言類型判斷
揭阳_榕城,混合,2,方言類型判斷
揭阳_榕城,閩語,29,方言類型判斷
梅州_丰顺,客家話,86,方言類型判斷
梅州_丰顺,混合,2,方言類型判斷
梅州_五华,客家話,80,方言類型判斷
梅州_五华,混合,2,方言類型判斷
梅州_兴宁,客家話,113,方言類型判斷
梅州_兴宁,混合,2,方言類型判斷
梅州_大埔,客家話,204,方言類型判斷
梅州_大埔,混合,2,方言類型判斷
梅州_平远,客家話,78,方言類型判斷
梅州_平远,混合,2,方言類型判斷
梅州_梅县,客家話,80,方言類型判斷
梅州_梅县,混合,2,方言類型判斷
梅州_梅江,客家話,79,方言類型判斷
梅州_梅江,混合,2,方言類型判斷
梅州_蕉岭,客家話,137,方言類型判斷
梅州_蕉岭,混合,2,方言類型判斷
汕头_南澳,混合,1,方言類型判斷
汕头_南澳,閩語,61,方言類型判斷
汕头_潮南,混合,1,方言類型判斷
汕头_潮南,閩語,29,方言類型判斷
汕头_潮阳,混合,1,方言類型判斷
汕头_潮阳,閩語,54,方言類型判斷
汕头_澄海,混合,1,方言類型判斷
汕头_澄海,閩語,94,方言類型判斷
汕头_濠江,混合,1,方言類型判斷
汕头_濠江,閩語,29,方言類型判斷
汕头_金平,混合,1,方言類型判斷
汕头_金平,閩語,29,方言類型判斷
汕头_龙湖,混合,1,方言類型判斷
汕头_龙湖,閩語,29,方言類型判斷
汕尾_海丰,混合,7,方言類型判斷
江门_台山,粵語,2,方言類型判斷
江门_开平,混合,4,方言類型判斷
江门_开平,粵語,16,方言類型判斷
江门_恩平,粵語,1,方言類型判斷
江门_新会,混合,3,方言類型判斷
江门_新会,粵語,11,方言類型判斷
江门_江海,混合,2,方言類型判斷
江门_江海,粵語,3,方言類型判斷
江门_蓬江,混合,2,方言類型判斷
江门_蓬江,粵語,3,方言類型判斷
江门_鹤山,混合,3,方言類型判斷
江门_鹤山,粵語,11,方言類型判斷
河源_东源,客家話,11,方言類型判斷
河源_东源,混合,1,方言類型判斷
河源_和平,客家話,1,方言類型判斷
河源_和平,混合,3,方言類型判斷
河源_源城,客家話,11,方言類型判斷
河源_源城,混合,1,方言類型判斷
河源_紫金,客家話,3,方言類型判斷
河源_紫金,混合,1,方言類型判斷
河源_连平,客家話,2,方言類型判斷
河源_连平,混合,1,方言類型判斷
河源_龙川,客家話,12,方言類型判斷
河源_龙川,混合,1,方言類型判斷
深圳_光明,粵語,1,方言類型判斷
深圳_南山,粵語,3,方言類型判斷
深圳_坪山,粵語,1,方言類型判斷
深圳_宝安,粵語,1,方言類型判斷
深圳_盐田,粵語,1,方言類型判斷
深圳_福田,粵語,1,方言類型判斷
深圳_罗湖,粵語,1,方言類型判斷
深圳_龙华,粵語,1,方言類型判斷
深圳_龙岗,粵語,1,方言類型判斷
清远_佛冈,混合,1,方言類型判斷
清远_清,混合,2,方言類型判斷
清远_清,粵語,32,方言類型判斷
清远_清城,混合,2,方言類型判斷
清远_清城,粵語,31,方言類型判斷
清远_英德,混合,1,方言類型判斷
清远_连南瑶族,混合,1,方言類型判斷
清远_连山壮族瑶族,混合,1,方言類型判斷
清远_连州,混合,4,方言類型判斷
清远_阳山,混合,1,方言類型判斷
湛江_吴川,混合,12,方言類型判斷
湛江_吴川,粵語,2,方言類型判斷
湛江_廉江,客家話,3,方言類型判斷
湛江_廉江,混合,17,方言類型判斷
湛江_廉江,粵語,4,方言類型判斷
湛江_徐闻,混合,12,方言類型判斷
湛江_徐闻,閩語,9,方言類型判斷
湛江_遂溪,混合,9,方言類型判斷
湛江_遂溪,閩語,4,方言類型判斷
湛江_雷州,混合,14,方言類型判斷
湛江_雷州,閩語,5,方言類型判斷
潮州_湘桥,混合,1,方言類型判斷
潮州_湘桥,閩語,31,方言類型判斷
潮州_潮安,混合,1,方言類型判斷
潮州_潮安,閩語,31,方言類型判斷
潮州_饶平,混合,1,方言類型判斷
潮州_饶平,閩語,31,方言類型判斷
珠海_斗门,混合,2,方言類型判斷
珠海_斗门,粵語,2,方言類型判斷
珠海_金湾,混合,2,方言類型判斷
珠海_金湾,粵語,2,方言類型判斷
珠海_香洲,混合,2,方言類型判斷
珠海_香洲,粵語,2,方言類型判斷
肇庆_四会,粵語,4,方言類型判斷
肇庆_封开,混合,1,方言類型判斷
肇庆_封开,粵語,47,方言類型判斷
肇庆_广宁,粵語,2,方言類型判斷
肇庆_德庆,混合,9,方言類型判斷
肇庆_德庆,粵語,50,方言類型判斷
肇庆_怀集,粵語,2,方言類型判斷
肇庆_端州,粵語,2,方言類型判斷
肇庆_高要,粵語,3,方言類型判斷
肇庆_鼎湖,粵語,2,方言類型判斷
茂名_信宜,客家話,1,方言類型判斷
茂名_信宜,混合,33,方言類型判斷
茂名_信宜,粵語,6,方言類型判斷
茂名_化州,混合,24,方言類型判斷
茂名_化州,粵語,5,方言類型判斷
茂名_电白,混合,27,方言類型判斷
茂名_电白,粵語,5,方言類型判斷
茂名_茂南,混合,20,方言類型判斷
茂名_茂南,粵語,6,方言類型判斷
茂名_高州,混合,32,方言類型判斷
茂名_高州,粵語,6,方言類型判斷
阳江_江城,混合,2,方言類型判斷
阳江_江城,粵語,13,方言類型判斷
阳江_阳东,粵語,3,方言類型判斷
阳江_阳春,粵語,5,方言類型判斷
阳江_阳西,混合,1,方言類型判斷
阳江_阳西,粵語,3,方言類型判斷
韶关_乐昌,混合,4,方言類型判斷
韶关_乳源瑶族,混合,4,方言類型判斷
韶关_仁化,混合,4,方言類型判斷
韶关_南雄,混合,5,方言類型判斷
韶关_始兴,混合,4,方言類型判斷
韶关_新丰,客家話,2,方言類型判斷
韶关_新丰,混合,5,方言類型判斷
韶关_曲江,混合,4,方言類型判斷
韶关_武江,混合,4,方言類型判斷
韶关_浈江,混合,4,方言類型判斷
韶关_翁源,混合,4,方言類型判斷
东莞_东莞,核心區,96,區域傾向
东莞_东莞,粵客接觸區,1,區域傾向
中山_中山,核心區,4,區域傾向
中山_中山,邊緣/過渡區,2,區域傾向
云浮_新兴,核心區,2,區域傾向
云浮_罗定,核心區,8,區域傾向
佛山_顺德,邊緣/過渡區,11,區域傾向
佛山_高明,核心區,1,區域傾向
佛山_高明,邊緣/過渡區,7,區域傾向
广州_从化,核心區,48,區域傾向
广州_南沙,核心區,48,區域傾向
广州_增城,核心區,63,區域傾向
